Client_ID,First_Name,Last_Name,Phone,email,devices,location,Android,Desktop,Iphone,city,Full_Name,Receiver_ID,Transfer_Amount,Transfer_Date,Promotion_ID,client_email,promotion,responded,Transaction_ID,Amount_USD,Store
154,Thomas,English,891-190-2889,Thomas.English@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,242.0,15.28,2023-02-28,,,No Promotion,,,0.0,No Store
155,Lochlan,Fitzgerald,762-973-4444,Lochlan.Fitzgerald@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
156,Alia,Brooks,327-292-8469,Alia.Brooks@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,429.0,6.29,2023-09-24,,,No Promotion,,,0.0,No Store
157,Aimee,Duffy,856-144-7655,Aimee.Duffy@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
159,Will,Santana,460-231-8743,Will.Santana@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
160,Alessia,Watts,619-580-5165,Alessia.Watts@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
161,Eliza,Gordon,805-946-7433,Eliza.Gordon@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
162,Martina,Boyle,145-824-4775,Martina.Boyle@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
163,Talha,Austin,279-345-3532,Talha.Austin@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,879.0,4.43,2023-02-27,,,No Promotion,,,0.0,No Store
164,Herman,Knowles,130-936-8674,Herman.Knowles@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,27.0,,Dovee,No,,0.0,No Store
166,Darcie,Lane,899-901-3539,Darcie.Lane@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
167,Kurtis,Marks,690-396-3965,Kurtis.Marks@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
168,Josie,Pham,202-569-8234,Josie.Pham@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
170,Macie,Payne,782-737-6408,Macie.Payne@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,198.0,Macie.Payne@example.com,KittyKat,No,,0.0,No Store
172,Nathaniel,Gonzalez,421-145-6627,Nathaniel.Gonzalez@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,109.0,42.44,2023-05-19,,,No Promotion,,,0.0,No Store
176,Melvin,Flores,708-692-8746,Melvin.Flores@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
177,Hassan,Kemp,131-471-2639,Hassan.Kemp@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,480.0,34.74,2022-07-11,,,No Promotion,,,0.0,No Store
178,Jenson,Carver,128-789-4202,Jenson.Carver@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
180,Dhruv,Villarreal,931-559-3083,Dhruv.Villarreal@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,42.0,Dhruv.Villarreal@example.com,RedCow,No,,0.0,No Store
181,Rhodri,Kelley,106-651-2649,Rhodri.Kelley@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
183,Ishaan,Stevenson,631-367-5233,Ishaan.Stevenson@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
185,Milton,Carlson,344-559-6014,Milton.Carlson@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,867.0,44.37,2023-04-17,,,No Promotion,,,0.0,No Store
186,Gareth,Sutherland,471-744-7605,Gareth.Sutherland@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
187,Andre,Long,883-691-2967,Andre.Long@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
188,Ridwan,Houston,530-308-5425,Ridwan.Houston@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
189,Darcey,Whitney,483-860-2350,Darcey.Whitney@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,883.0,24.84,2023-04-06,,,No Promotion,,,0.0,No Store
190,Charlotte,Baxter,757-193-7348,Charlotte.Baxter@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
191,Damon,Bullock,130-864-9453,Damon.Bullock@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,672.0,28.4,2022-09-14,,,No Promotion,,,0.0,No Store
192,Leonie,Sanders,248-366-9279,Leonie.Sanders@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,963.0,80.54,2024-02-06,,,No Promotion,,,0.0,No Store
193,Susie,Gibbons,194-777-4804,Susie.Gibbons@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,879.0,18.28,2023-06-05,,,No Promotion,,,0.0,No Store
194,Fynn,Graham,763-842-3292,Fynn.Graham@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
196,Alanna,Stephens,710-282-8586,Alanna.Stephens@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,850.0,16.16,2022-12-14,,,No Promotion,,,0.0,No Store
198,Zakir,Russell,599-588-9264,Zakir.Russell@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,327.0,50.3,2023-06-07,,,No Promotion,,,0.0,No Store
199,Asa,Haines,327-464-5734,Asa.Haines@example.com,"['Android', 'Iphone']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
200,Eesa,Buchanan,533-397-5445,Eesa.Buchanan@example.com,"['Android', 'Iphone']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,191.0,,Krafty Cheddar,No,,0.0,No Store
201,Conor,Rush,663-671-4088,Conor.Rush@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
203,Lili,Patel,823-509-3052,Lili.Patel@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
204,Philippa,Webster,407-892-7705,Philippa.Webster@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
205,Zoe,Newman,620-765-4496,Zoe.Newman@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,467.0,15.7,2023-12-08,,,No Promotion,,,0.0,No Store
206,Azaan,Roth,130-119-2032,Azaan.Roth@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,747.0,2.79,2022-07-09,,,No Promotion,,,0.0,No Store
208,Jessie,Greer,950-317-1709,Jessie.Greer@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
209,Eliot,Stokes,864-975-1957,Eliot.Stokes@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,563.0,7.57,2023-10-29,,,No Promotion,,,0.0,No Store
213,Kyran,Wyatt,778-841-9881,Kyran.Wyatt@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,995.0,2.49,2023-10-18,,,No Promotion,,,0.0,No Store
214,Eugene,Taylor,712-926-3402,Eugene.Taylor@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,365.0,18.75,2024-01-01,,,No Promotion,,,0.0,No Store
215,Katerina,Turner,753-511-5460,Katerina.Turner@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,844.0,10.54,2024-01-11,,,No Promotion,,,0.0,No Store
216,Nataniel,Nunez,202-158-5194,Nataniel.Nunez@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
219,Sinead,Horne,340-355-9098,Sinead.Horne@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
220,Sahar,Kim,718-676-2743,Sahar.Kim@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
221,Emmie,Schmidt,130-236-9253,Emmie.Schmidt@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,831.0,1.59,2022-12-09,,,No Promotion,,,0.0,No Store
225,Neil,Haynes,421-219-5363,Neil.Haynes@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,21.0,Neil.Haynes@example.com,Coca-Splash,Yes,,0.0,No Store
226,Morgan,Hardy,974-761-7628,Morgan.Hardy@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
227,Ibraheem,Mcgee,667-192-9013,Ibraheem.Mcgee@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
229,Kate,Cline,927-741-2027,Kate.Cline@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
230,Hana,Barr,541-180-4090,Hana.Barr@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
231,Darcy,Wall,109-398-3560,Darcy.Wall@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",,,,,,874.0,30.03,2023-07-22,,,No Promotion,,,0.0,No Store
232,Aisha,Winters,280-831-1664,Aisha.Winters@example.com,['Desktop'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
233,Zayd,Yoder,259-388-7717,Zayd.Yoder@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
236,Gloria,Mason,495-379-8123,Gloria.Mason@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
237,Carter,Coleman,530-826-1153,Carter.Coleman@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,981.0,1.07,2023-02-13,,,No Promotion,,,0.0,No Store
238,Ashleigh,Trevino,621-710-6972,Ashleigh.Trevino@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
239,Edward,Ayala,416-337-3343,Edward.Ayala@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
240,Amira,Lane,321-569-4426,Amira.Lane@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
241,Chris,Zimmerman,371-875-4229,Chris.Zimmerman@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
242,Hazel,Joseph,272-647-4049,Hazel.Joseph@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,836.0,35.9,2022-10-28,,,No Promotion,,,0.0,No Store
243,Brogan,Fitzgerald,955-732-8107,Brogan.Fitzgerald@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,130.0,15.32,2024-03-05,,,No Promotion,,,0.0,No Store
244,Taylor,Ramos,833-282-1248,Taylor.Ramos@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,738.0,1.0,2023-12-03,,,No Promotion,,,0.0,No Store
245,Elsie,Cuevas,186-536-6820,Elsie.Cuevas@example.com,['Iphone'],"{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
246,Zara,Washington,679-367-1926,Zara.Washington@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
247,Douglas,Lozano,916-136-3366,Douglas.Lozano@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
248,Bethan,Franco,317-895-5803,Bethan.Franco@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,135.0,130.62,2023-09-18,,,No Promotion,,,0.0,No Store
249,Clementine,Whitaker,193-348-3198,Clementine.Whitaker@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,961.0,2.97,2023-04-10,,,No Promotion,,,0.0,No Store
250,Sarah,Mooney,507-446-1333,Sarah.Mooney@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,192.0,11.65,2023-11-28,110.0,,KittyKat,Yes,,0.0,No Store
252,Jemima,Leonard,149-310-5366,Jemima.Leonard@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
253,Oskar,Mccarty,582-269-7396,Oskar.Mccarty@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
254,Bonnie,Woods,104-443-5734,Bonnie.Woods@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
255,Miriam,Pacheco,401-464-5796,Miriam.Pacheco@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,328.0,5.42,2022-10-21,135.0,Miriam.Pacheco@example.com,Krafty Cheddar,Yes,,0.0,No Store
256,Zahraa,Villanueva,130-183-4153,Zahraa.Villanueva@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
257,Alia,Hess,735-371-7432,Alia.Hess@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
260,Darcey,Robles,790-759-5249,Darcey.Robles@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
262,Everly,Cortez,954-995-1806,Everly.Cortez@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,317.0,4.94,2024-01-27,,,No Promotion,,,0.0,No Store
263,Tommy,Farmer,999-431-4584,Tommy.Farmer@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,714.0,19.32,2023-06-19,,,No Promotion,,,0.0,No Store
264,Maximillian,Atkins,421-834-8740,Maximillian.Atkins@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,620.0,47.19,2023-01-12,57.0,Maximillian.Atkins@example.com,Oreoz,Yes,,0.0,No Store
265,Eddie,Archer,130-279-8355,Eddie.Archer@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
266,Gregory,Strong,952-404-1885,Gregory.Strong@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
267,Jake,Spencer,445-216-5918,Jake.Spencer@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,812.0,35.92,2022-12-07,,,No Promotion,,,0.0,No Store
268,Johnny,Ford,760-126-9651,Johnny.Ford@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
269,Yusuf,Salazar,311-351-7403,Yusuf.Salazar@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
270,Nelson,Huff,169-619-4582,Nelson.Huff@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,838.0,41.36,2023-05-09,128.0,Nelson.Huff@example.com,Coca-Splash,Yes,,0.0,No Store
272,Findlay,Velasquez,675-319-8856,Findlay.Velasquez@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,966.0,79.49,2022-05-19,,,No Promotion,,,0.0,No Store
273,Georgiana,Horton,290-200-9393,Georgiana.Horton@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
274,Bronte,Riley,786-291-8203,Bronte.Riley@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,382.0,12.26,2023-08-21,120.0,,Popsi,Yes,,0.0,No Store
275,Harriett,Villegas,329-505-8826,Harriett.Villegas@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
276,Bertha,Carter,708-356-2109,Bertha.Carter@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
277,Fay,Lucas,436-818-1915,Fay.Lucas@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
278,Rachael,Sykes,623-319-1782,Rachael.Sykes@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
279,Annabelle,Atkinson,494-263-3527,Annabelle.Atkinson@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,852.0,71.71,2022-07-27,,,No Promotion,,,0.0,No Store
280,Zac,Wagner,131-396-9743,Zac.Wagner@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,735.0,21.88,2022-01-10,,,No Promotion,,,0.0,No Store
282,Elysia,Mata,111-388-1063,Elysia.Mata@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
284,Maximilian,Whitney,804-245-1465,Maximilian.Whitney@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,195.0,,Popsi,No,,0.0,No Store
285,Lorna,Levy,809-114-1988,Lorna.Levy@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,147.0,36.98,2023-10-13,,,No Promotion,,,0.0,No Store
286,Cordelia,Marquez,636-910-2488,Cordelia.Marquez@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,640.0,53.81,2022-08-26,,,No Promotion,,,0.0,No Store
287,Jan,Daniels,305-449-8274,Jan.Daniels@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
288,Donald,Dale,995-494-7868,Donald.Dale@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
290,Brenda,Ingram,919-358-6885,Brenda.Ingram@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
291,Brooklyn,Gamble,187-138-7951,Brooklyn.Gamble@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
292,Anya,Bray,396-900-5179,Anya.Bray@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,140.0,,Oreoz,No,,0.0,No Store
293,Oliwia,Dominguez,161-309-1110,Oliwia.Dominguez@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
294,Faizan,Hill,572-649-5353,Faizan.Hill@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,33.0,Faizan.Hill@example.com,RedCow,No,,0.0,No Store
295,Maisy,Clark,966-801-8945,Maisy.Clark@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
296,Steven,Reid,490-977-4025,Steven.Reid@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,683.0,10.0,2022-10-11,6.0,Steven.Reid@example.com,Popsi,Yes,,0.0,No Store
298,Chanel,Lang,284-895-4854,Chanel.Lang@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
299,Aadam,Browning,702-276-7562,Aadam.Browning@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
300,Danny,Knapp,665-657-4948,Danny.Knapp@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,147.0,Danny.Knapp@example.com,Coca-Splash,No,,0.0,No Store
301,Huda,Rogers,714-169-1009,Huda.Rogers@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
302,Ellena,Ramsey,639-267-5334,Ellena.Ramsey@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
303,Nikita,Marquez,492-815-1793,Nikita.Marquez@example.com,['Android'],"{'City': 'Montreal', 'Country': 'Canada'}",,,,,,993.0,28.82,2023-08-24,,,No Promotion,,,0.0,No Store
304,Siena,Stanton,247-260-7851,Siena.Stanton@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
306,Libbie,Swanson,176-108-4411,Libbie.Swanson@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,190.0,,Flixnet,No,,0.0,No Store
309,Barnaby,Payne,140-296-7511,Barnaby.Payne@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,119.0,140.03,2024-01-02,,,No Promotion,,,0.0,No Store
310,Aya,Hoover,640-104-6782,Aya.Hoover@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
311,Mariam,Campos,102-916-1394,Mariam.Campos@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
312,Marissa,Rubio,400-815-9011,Marissa.Rubio@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
313,Alice,Nielsen,988-763-8894,Alice.Nielsen@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
314,Neve,Hendrix,965-871-6717,Neve.Hendrix@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,927.0,18.87,2022-12-18,,,No Promotion,,,0.0,No Store
315,Kiara,Sosa,982-969-2499,Kiara.Sosa@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
316,Mathilda,Abbott,893-420-4063,Mathilda.Abbott@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
317,Bessie,Cuevas,629-379-6872,Bessie.Cuevas@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
318,Mario,Luna,547-624-3479,Mario.Luna@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,263.0,6.75,2024-01-17,,,No Promotion,,,0.0,No Store
319,Tess,Short,990-918-2059,Tess.Short@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
320,Liberty,Stephenson,613-740-5020,Liberty.Stephenson@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
321,Leena,Castillo,648-845-8799,Leena.Castillo@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
322,Melissa,Harding,614-765-9511,Melissa.Harding@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,64.0,11.62,2022-02-23,,,No Promotion,,,0.0,No Store
323,Seren,Rocha,880-236-4632,Seren.Rocha@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,37.0,22.32,2023-08-03,,,No Promotion,,,0.0,No Store
324,Thea,Hamilton,868-547-6826,Thea.Hamilton@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
325,Matilda,Griffin,176-758-4552,Matilda.Griffin@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,149.0,56.12,2023-05-15,,,No Promotion,,,0.0,No Store
327,Oliver,Sanford,628-646-1375,Oliver.Sanford@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
329,Rory,Bartlett,429-411-4734,Rory.Bartlett@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
