id,email,phone,city,country,firstname,surname,android,iphone,desktop
598,Monica.Bruce@example.com,302-368-5572,Los Angeles,USA,Monica,Bruce,False,True,False
599,Astrid.Delgado@example.com,641-317-3741,London,United Kingdom,Astrid,Delgado,True,True,True
600,Bill.Jacobs@example.com,279-704-9018,San Francisco,USA,Bill,Jacobs,True,False,False
601,Rio.Pennington@example.com,473-123-1959,New York,USA,Rio,Pennington,True,True,True
602,Jazmin.Lopez@example.com,116-866-3838,Los Angeles,USA,Jazmin,Lopez,True,True,True
603,Bilal.Shaffer@example.com,308-774-7278,San Diego,USA,Bilal,Shaffer,False,False,True
604,Elisha.Cobb@example.com,821-536-1739,San Francisco,USA,Elisha,Cobb,False,True,False
605,Earl.Hobbs@example.com,916-866-7237,New York,USA,Earl,Hobbs,False,False,True
606,Bertha.Walsh@example.com,129-506-2067,London,United Kingdom,Bertha,Walsh,True,True,False
607,Bibi.Roberts@example.com,631-796-8801,New York,USA,Bibi,Roberts,True,False,False
608,Rishi.Barron@example.com,331-128-4346,Montreal,Canada,Rishi,Barron,True,True,True
609,Taylor.Leon@example.com,857-418-9149,Paris,France,Taylor,Leon,True,False,False
610,Keira.Herman@example.com,607-258-2059,Los Angeles,USA,Keira,Herman,True,False,False
611,Omari.Richmond@example.com,921-179-3270,San Diego,USA,Omari,Richmond,False,False,True
612,Rabia.Parsons@example.com,244-470-8381,Montreal,Canada,Rabia,Parsons,True,False,False
613,Larissa.Perez@example.com,742-168-6071,London,United Kingdom,Larissa,Perez,True,False,True
614,Ibrahim.Robertson@example.com,603-299-3596,Barcelona,Spain,Ibrahim,Robertson,True,True,True
615,Katelyn.Collins@example.com,878-870-9506,San Diego,USA,Katelyn,Collins,True,False,False
616,Jerry.Whitney@example.com,990-444-7435,San Francisco,USA,Jerry,Whitney,False,True,True
617,Beau.Duran@example.com,797-203-1866,New York,USA,Beau,Duran,True,True,False
618,Janet.Hughes@example.com,194-769-6265,Los Angeles,USA,Janet,Hughes,False,True,False
619,Ria.Ponce@example.com,547-111-1151,Chicago,USA,Ria,Ponce,False,True,False
620,Neo.Lara@example.com,276-319-4768,Toronto,Canada,Neo,Lara,True,True,False
621,Kiana.Carter@example.com,219-142-7516,San Diego,USA,Kiana,Carter,False,True,False
622,Alexa.Baird@example.com,604-771-4056,San Francisco,USA,Alexa,Baird,False,True,False
623,Ronald.Estes@example.com,328-873-2183,Chicago,USA,Ronald,Estes,False,True,False
624,Nia.Adams@example.com,520-550-1148,San Diego,USA,Nia,Adams,True,True,True
625,Diane.Kelly@example.com,219-449-5089,Montreal,Canada,Diane,Kelly,True,True,False
626,Phoenix.Chapman@example.com,791-853-6464,Los Angeles,USA,Phoenix,Chapman,True,True,True
627,Everly.Key@example.com,152-557-5017,New York,USA,Everly,Key,False,True,False
628,Nancy.Stuart@example.com,301-686-1705,Paris,France,Nancy,Stuart,False,True,False
629,Mae.Castro@example.com,714-485-2518,San Francisco,USA,Mae,Castro,False,True,True
630,Harold.Sharpe@example.com,646-622-1082,New York,USA,Harold,Sharpe,True,False,True
631,Brooklyn.Fowler@example.com,933-501-9509,San Francisco,USA,Brooklyn,Fowler,True,True,True
632,Enya.Chen@example.com,266-343-6530,Los Angeles,USA,Enya,Chen,True,True,False
633,Luisa.Fisher@example.com,510-167-1940,San Diego,USA,Luisa,Fisher,False,True,False
634,Elodie.Flores@example.com,565-243-9336,San Francisco,USA,Elodie,Flores,True,False,True
635,Hazel.Yoder@example.com,839-203-3903,London,United Kingdom,Hazel,Yoder,True,False,False
636,Amber.Gonzalez@example.com,884-628-1984,London,United Kingdom,Amber,Gonzalez,False,False,True
637,Juliet.Buck@example.com,499-242-5191,San Francisco,USA,Juliet,Buck,True,True,False
638,Jamie.Berg@example.com,397-515-6866,Los Angeles,USA,Jamie,Berg,False,False,True
639,Stella.Wilkinson@example.com,145-501-4975,Los Angeles,USA,Stella,Wilkinson,True,True,False
640,Nadia.Wyatt@example.com,277-573-9871,San Diego,USA,Nadia,Wyatt,True,True,True
641,Kacie.Morse@example.com,108-917-7237,Toronto,Canada,Kacie,Morse,True,True,True
642,Seth.Walter@example.com,988-932-7592,London,United Kingdom,Seth,Walter,False,True,False
643,Lauren.Ashley@example.com,564-133-8260,London,United Kingdom,Lauren,Ashley,False,True,True
644,Wilfred.Michael@example.com,632-902-2453,Chicago,USA,Wilfred,Michael,False,True,False
645,Gary.Richards@example.com,970-902-7934,Toronto,Canada,Gary,Richards,True,True,False
646,Brittney.Ruiz@example.com,259-940-6592,San Francisco,USA,Brittney,Ruiz,False,True,True
647,Jaxson.Moss@example.com,499-701-5813,San Francisco,USA,Jaxson,Moss,True,True,False
648,Luna.Levy@example.com,855-484-1981,San Francisco,USA,Luna,Levy,True,True,True
649,Zaynah.Wong@example.com,597-835-8978,Paris,France,Zaynah,Wong,True,True,False
650,Cormac.Greer@example.com,722-120-7628,Paris,France,Cormac,Greer,False,True,True
651,Jamil.Maldonado@example.com,424-799-2220,New York,USA,Jamil,Maldonado,True,False,True
652,Dillon.Johnston@example.com,732-904-7872,New York,USA,Dillon,Johnston,False,False,True
653,Lilli.Bowman@example.com,551-867-4367,New York,USA,Lilli,Bowman,False,True,False
654,Dexter.Hartley@example.com,582-489-4208,San Diego,USA,Dexter,Hartley,False,True,False
655,Hari.Everett@example.com,487-669-8884,San Francisco,USA,Hari,Everett,False,True,True
656,Tomos.Velez@example.com,233-661-3978,Los Angeles,USA,Tomos,Velez,True,False,True
657,Abu.Delacruz@example.com,401-411-2184,New York,USA,Abu,Delacruz,True,True,False
658,Syeda.Calhoun@example.com,738-680-1717,Chicago,USA,Syeda,Calhoun,False,False,True
659,Oliwier.Gill@example.com,902-175-4864,San Diego,USA,Oliwier,Gill,True,True,True
660,Zayn.Kaufman@example.com,893-890-8415,Chicago,USA,Zayn,Kaufman,False,True,True
661,Vera.Walker@example.com,516-811-2158,London,United Kingdom,Vera,Walker,False,True,True
662,Anthony.Mccullough@example.com,330-176-2600,Chicago,USA,Anthony,Mccullough,False,False,True
663,Rowan.Acevedo@example.com,223-620-9032,Los Angeles,USA,Rowan,Acevedo,False,True,True
664,Zara.Oconnell@example.com,543-537-6044,Toronto,Canada,Zara,Oconnell,True,False,False
665,Lucia.Cisneros@example.com,470-574-7167,San Francisco,USA,Lucia,Cisneros,True,True,True
666,Julius.Donnelly@example.com,733-325-2658,San Francisco,USA,Julius,Donnelly,True,False,True
667,Theresa.Bentley@example.com,553-407-1049,San Francisco,USA,Theresa,Bentley,True,False,False
668,Joshua.Bonner@example.com,550-710-1849,San Francisco,USA,Joshua,Bonner,False,False,True
669,Abdirahman.Marsh@example.com,653-601-4374,Toronto,Canada,Abdirahman,Marsh,False,True,False
670,Jacob.Patton@example.com,914-260-3945,San Diego,USA,Jacob,Patton,True,True,True
671,Alexander.Terry@example.com,480-560-1876,New York,USA,Alexander,Terry,True,True,True
672,Kane.Huff@example.com,417-611-9319,Chicago,USA,Kane,Huff,False,False,True
673,Sapphire.Hatfield@example.com,564-357-3504,San Francisco,USA,Sapphire,Hatfield,True,True,True
674,Mahir.Cooper@example.com,829-570-7880,San Francisco,USA,Mahir,Cooper,False,False,True
675,Tom.Tapia@example.com,439-227-1780,Chicago,USA,Tom,Tapia,False,False,True
676,Oliwia.Harvey@example.com,143-701-8741,San Francisco,USA,Oliwia,Harvey,False,False,True
677,Kelvin.Hendricks@example.com,767-726-4455,San Diego,USA,Kelvin,Hendricks,True,False,False
678,Mustafa.Mason@example.com,866-179-9539,Los Angeles,USA,Mustafa,Mason,False,True,False
679,Gabriela.Norton@example.com,138-968-6467,Chicago,USA,Gabriela,Norton,True,False,False
680,Esha.Zuniga@example.com,807-517-9078,Los Angeles,USA,Esha,Zuniga,False,True,True
681,Lucas.Burke@example.com,321-512-2703,Toronto,Canada,Lucas,Burke,False,True,True
682,Laura.Valdez@example.com,766-901-1157,Los Angeles,USA,Laura,Valdez,True,True,True
683,Irene.Kim@example.com,946-883-2145,San Francisco,USA,Irene,Kim,False,True,False
684,Raheem.Ellis@example.com,491-961-7709,Chicago,USA,Raheem,Ellis,False,True,True
685,Lisa.Mcclain@example.com,518-968-9659,New York,USA,Lisa,Mcclain,True,False,False
686,Mohamed.Miller@example.com,883-481-7339,San Diego,USA,Mohamed,Miller,True,True,True
687,Thea.Suarez@example.com,647-211-7337,Toronto,Canada,Thea,Suarez,True,True,True
688,Leighton.Crane@example.com,372-753-5586,Los Angeles,USA,Leighton,Crane,False,False,True
689,Kayla.Jones@example.com,579-756-1305,London,United Kingdom,Kayla,Jones,True,True,False
690,Jessie.Noble@example.com,557-354-5286,San Francisco,USA,Jessie,Noble,False,True,False
691,Brett.Landry@example.com,213-171-7560,Barcelona,Spain,Brett,Landry,False,True,False
692,Azaan.Barker@example.com,326-267-7811,New York,USA,Azaan,Barker,True,True,True
693,Jayden.Dunlap@example.com,626-458-8110,New York,USA,Jayden,Dunlap,True,True,False
694,Richard.Pope@example.com,216-184-3684,Los Angeles,USA,Richard,Pope,True,True,True
695,Xander.Levine@example.com,790-969-1579,Toronto,Canada,Xander,Levine,False,True,True
696,Anais.Pineda@example.com,609-304-3412,New York,USA,Anais,Pineda,True,False,False
697,Donald.Horne@example.com,738-911-3567,San Francisco,USA,Donald,Horne,True,True,False
698,Arjun.Dejesus@example.com,693-790-8692,Chicago,USA,Arjun,Dejesus,False,True,False
699,Jonathan.Klein@example.com,495-419-4637,Los Angeles,USA,Jonathan,Klein,False,False,True
700,Dante.Burgess@example.com,222-241-4261,San Diego,USA,Dante,Burgess,True,False,True
701,Tamsin.Stein@example.com,953-386-1321,Los Angeles,USA,Tamsin,Stein,True,True,False
702,Brayden.Patrick@example.com,173-881-1582,Los Angeles,USA,Brayden,Patrick,True,False,True
703,Wade.Hancock@example.com,245-455-9119,London,United Kingdom,Wade,Hancock,True,True,True
704,Nicholas.Thomson@example.com,936-615-3052,Toronto,Canada,Nicholas,Thomson,False,True,False
705,Vincent.Garrison@example.com,598-173-8153,Chicago,USA,Vincent,Garrison,False,True,False
706,Elisha.Garza@example.com,313-206-2033,Los Angeles,USA,Elisha,Garza,True,True,True
707,Muhammad.Henry@example.com,298-612-6847,Paris,France,Muhammad,Henry,True,True,True
708,Enzo.Whitney@example.com,565-709-5636,Chicago,USA,Enzo,Whitney,True,True,True
709,Stacey.Daniel@example.com,246-819-8817,San Diego,USA,Stacey,Daniel,True,False,False
710,Candice.Moyer@example.com,964-229-5609,San Francisco,USA,Candice,Moyer,True,True,False
711,Calvin.Tucker@example.com,338-784-4359,San Diego,USA,Calvin,Tucker,False,True,False
712,Bronte.Mendoza@example.com,323-783-6615,Toronto,Canada,Bronte,Mendoza,True,True,False
713,Ameer.Orr@example.com,993-387-9130,Chicago,USA,Ameer,Orr,True,False,True
714,Isla.Barber@example.com,860-505-2643,Toronto,Canada,Isla,Barber,False,True,False
715,Oliver.Garner@example.com,937-976-2511,Paris,France,Oliver,Garner,False,True,True
716,Barnaby.Wagner@example.com,974-500-4168,Montreal,Canada,Barnaby,Wagner,False,False,True
717,Barry.Taylor@example.com,999-341-2797,San Francisco,USA,Barry,Taylor,False,False,True
718,Esme.Reeves@example.com,151-285-9583,Chicago,USA,Esme,Reeves,False,False,True
719,Marnie.White@example.com,267-434-1395,San Francisco,USA,Marnie,White,True,False,False
720,Giovanni.Duncan@example.com,679-161-6360,New York,USA,Giovanni,Duncan,False,True,True
721,Hannah.Roman@example.com,331-750-4621,London,United Kingdom,Hannah,Roman,False,True,False
722,Nannie.Hunt@example.com,290-190-1157,Chicago,USA,Nannie,Hunt,True,False,True
723,Yash.Mcleod@example.com,270-525-3291,London,United Kingdom,Yash,Mcleod,True,False,False
724,Mae.Barry@example.com,501-577-5306,London,United Kingdom,Mae,Barry,False,True,False
725,Dylan.York@example.com,832-799-7454,Chicago,USA,Dylan,York,False,True,False
726,Aya.Weeks@example.com,466-888-7144,Toronto,Canada,Aya,Weeks,True,True,False
727,Dawn.Cisneros@example.com,375-337-2745,Toronto,Canada,Dawn,Cisneros,False,False,True
728,Rohan.Figueroa@example.com,542-617-7442,New York,USA,Rohan,Figueroa,True,False,False
729,Abigail.Medina@example.com,857-602-1192,London,United Kingdom,Abigail,Medina,True,False,True
730,Rhodri.Haley@example.com,574-869-4715,London,United Kingdom,Rhodri,Haley,False,True,False
731,Denzel.Black@example.com,677-290-8939,San Francisco,USA,Denzel,Black,True,False,True
732,Sienna.Howard@example.com,835-486-5256,Los Angeles,USA,Sienna,Howard,False,False,True
733,Fahad.Gill@example.com,796-816-9963,Chicago,USA,Fahad,Gill,True,True,False
734,Harun.Clark@example.com,853-267-3048,San Francisco,USA,Harun,Clark,True,False,False
735,Shane.Wheeler@example.com,315-892-7127,Los Angeles,USA,Shane,Wheeler,True,True,False
736,Chantelle.Holt@example.com,256-585-1002,Paris,France,Chantelle,Holt,True,False,True
737,Kiara.Bell@example.com,614-291-6530,San Francisco,USA,Kiara,Bell,True,True,False
738,Gertrude.Mcgrath@example.com,364-150-1035,Toronto,Canada,Gertrude,Mcgrath,True,True,False
739,Lewis.Brooks@example.com,737-205-4525,New York,USA,Lewis,Brooks,False,True,True
740,Khalid.Burke@example.com,973-766-4810,Chicago,USA,Khalid,Burke,False,True,False
741,Millicent.Solomon@example.com,597-434-8108,Paris,France,Millicent,Solomon,False,True,True
742,Kieran.Hoover@example.com,101-165-2021,New York,USA,Kieran,Hoover,True,False,True
743,Wendy.Mcclure@example.com,830-402-9784,San Diego,USA,Wendy,Mcclure,True,False,False
744,Haydn.Ramos@example.com,354-376-9233,Los Angeles,USA,Haydn,Ramos,True,True,False
745,Nettie.Bryan@example.com,274-274-8873,Chicago,USA,Nettie,Bryan,False,False,True
746,Isabelle.Jenkins@example.com,724-444-3001,San Diego,USA,Isabelle,Jenkins,True,True,False
747,Tia.Ali@example.com,507-663-5326,San Francisco,USA,Tia,Ali,True,False,False
748,Montgomery.Davila@example.com,267-999-7224,New York,USA,Montgomery,Davila,True,False,True
749,Tobias.Beltran@example.com,598-751-1029,Chicago,USA,Tobias,Beltran,False,True,True
750,Yusuf.Dickerson@example.com,502-896-9441,San Francisco,USA,Yusuf,Dickerson,True,False,False
751,Holly.Dillon@example.com,662-944-2078,San Diego,USA,Holly,Dillon,False,False,True
752,Marwa.Dennis@example.com,444-295-8051,Chicago,USA,Marwa,Dennis,False,True,False
753,Anais.Ball@example.com,802-416-6545,San Diego,USA,Anais,Ball,False,True,True
754,Adem.Kerr@example.com,219-873-6077,Toronto,Canada,Adem,Kerr,False,True,False
755,Amie.Hood@example.com,659-426-4878,Los Angeles,USA,Amie,Hood,True,False,False
756,Herbie.Huber@example.com,562-925-1087,New York,USA,Herbie,Huber,True,True,False
757,Bill.Andersen@example.com,962-770-1270,Toronto,Canada,Bill,Andersen,True,True,False
758,Halima.Maldonado@example.com,831-743-6220,San Francisco,USA,Halima,Maldonado,True,True,False
759,Martina.Steele@example.com,349-841-5113,Paris,France,Martina,Steele,False,False,True
760,Bertie.Cobb@example.com,171-373-6091,San Francisco,USA,Bertie,Cobb,False,False,True
761,Gordon.Morales@example.com,973-462-1199,Chicago,USA,Gordon,Morales,True,False,True
762,Frederick.Everett@example.com,262-696-7077,San Francisco,USA,Frederick,Everett,True,False,True
763,Huda.Crane@example.com,243-321-6881,Toronto,Canada,Huda,Crane,True,False,True
764,Cecily.Escobar@example.com,840-532-1467,New York,USA,Cecily,Escobar,False,False,True
765,Amir.Blackwell@example.com,291-386-7567,San Francisco,USA,Amir,Blackwell,False,False,True
766,Sasha.Berger@example.com,492-295-4570,London,United Kingdom,Sasha,Berger,True,False,False
767,Lina.Trujillo@example.com,351-538-5203,San Francisco,USA,Lina,Trujillo,False,False,True
768,Caleb.Obrien@example.com,223-387-1014,Toronto,Canada,Caleb,Obrien,True,True,False
769,Marilyn.Scott@example.com,360-359-2274,San Francisco,USA,Marilyn,Scott,True,True,True
770,Jannat.Landry@example.com,754-634-9309,Los Angeles,USA,Jannat,Landry,True,True,True
771,Kristen.Curry@example.com,473-371-9332,San Francisco,USA,Kristen,Curry,False,False,True
772,Rajan.Dickson@example.com,372-775-6929,San Diego,USA,Rajan,Dickson,True,False,False
773,Luqman.Larson@example.com,100-329-7363,San Francisco,USA,Luqman,Larson,True,True,False
774,Bryan.Powell@example.com,235-538-4936,San Francisco,USA,Bryan,Powell,True,False,False
775,Haider.Lynn@example.com,796-196-9713,San Francisco,USA,Haider,Lynn,False,False,True
776,Jennie.Freeman@example.com,396-732-6980,Chicago,USA,Jennie,Freeman,False,False,True
777,Mohsin.Conley@example.com,979-201-3101,San Francisco,USA,Mohsin,Conley,True,False,False
778,Willow.Buck@example.com,472-603-6198,San Francisco,USA,Willow,Buck,True,True,True
779,Krish.Hutchinson@example.com,405-788-7051,London,United Kingdom,Krish,Hutchinson,True,True,True
780,Madeline.Mann@example.com,441-188-5776,New York,USA,Madeline,Mann,False,True,False
781,Mari.Phillips@example.com,301-646-5827,Los Angeles,USA,Mari,Phillips,False,True,True
782,Paula.West@example.com,345-217-2266,London,United Kingdom,Paula,West,False,True,False
783,Saira.Lewis@example.com,921-562-9790,New York,USA,Saira,Lewis,False,True,False
784,Tiana.Decker@example.com,255-136-3687,London,United Kingdom,Tiana,Decker,False,True,True
785,Kara.Shelton@example.com,837-651-6819,Paris,France,Kara,Shelton,True,True,True
786,Earl.Vargas@example.com,821-464-7474,San Francisco,USA,Earl,Vargas,False,False,True
787,Delilah.Wu@example.com,668-572-6520,Los Angeles,USA,Delilah,Wu,False,True,False
788,Ted.Eaton@example.com,534-915-3617,Paris,France,Ted,Eaton,False,False,True
789,Lloyd.Wise@example.com,521-580-3829,San Francisco,USA,Lloyd,Wise,False,True,False
790,Alex.Alexander@example.com,489-290-8290,San Francisco,USA,Alex,Alexander,True,True,False
791,Aoife.Davidson@example.com,628-333-9139,London,United Kingdom,Aoife,Davidson,True,False,False
792,Emilie.Frye@example.com,193-516-9014,San Francisco,USA,Emilie,Frye,False,True,False
793,Elif.Hopkins@example.com,953-491-9939,New York,USA,Elif,Hopkins,False,True,False
794,Hazel.Watson@example.com,349-725-3565,New York,USA,Hazel,Watson,True,False,True
795,Jonathan.David@example.com,815-636-7913,San Francisco,USA,Jonathan,David,False,False,True
796,Robbie.Hardy@example.com,950-716-3630,Chicago,USA,Robbie,Hardy,True,False,False
797,Lilian.Strickland@example.com,925-438-1993,Toronto,Canada,Lilian,Strickland,True,False,True
798,Brenda.Deleon@example.com,997-981-2043,Paris,France,Brenda,Deleon,False,True,False
799,Richard.Jones@example.com,478-814-3941,San Francisco,USA,Richard,Jones,False,True,True
800,Olivier.Thornton@example.com,401-494-6634,Montreal,Canada,Olivier,Thornton,True,True,True
801,Gabriel.Mccormick@example.com,903-845-9623,New York,USA,Gabriel,Mccormick,False,False,True
802,Eleni.Maxwell@example.com,449-237-4755,San Diego,USA,Eleni,Maxwell,True,False,False
803,Susan.Fowler@example.com,305-117-8580,San Diego,USA,Susan,Fowler,True,True,False
804,Amin.Petersen@example.com,680-177-1233,London,United Kingdom,Amin,Petersen,False,False,True
805,Gareth.Sanford@example.com,161-842-7749,Chicago,USA,Gareth,Sanford,True,False,False
806,Miriam.Stuart@example.com,846-333-2100,Montreal,Canada,Miriam,Stuart,True,True,True
807,Polly.Mendez@example.com,916-453-8696,San Francisco,USA,Polly,Mendez,True,True,False
808,Omer.Kemp@example.com,857-531-3045,San Francisco,USA,Omer,Kemp,True,False,True
809,Abdullahi.Carson@example.com,632-547-8327,Toronto,Canada,Abdullahi,Carson,True,True,True
810,Syed.Mooney@example.com,348-929-4959,San Francisco,USA,Syed,Mooney,False,True,True
811,Dante.Moon@example.com,285-551-6208,New York,USA,Dante,Moon,True,True,True
812,Saad.Ali@example.com,185-189-3978,San Francisco,USA,Saad,Ali,False,True,False
813,Arthur.Hebert@example.com,203-343-2956,New York,USA,Arthur,Hebert,True,False,False
814,Demi.Patel@example.com,703-829-8473,Los Angeles,USA,Demi,Patel,True,False,True
815,Aurora.Andrews@example.com,353-307-2005,San Diego,USA,Aurora,Andrews,False,False,True
816,Albie.Larson@example.com,252-910-3152,Barcelona,Spain,Albie,Larson,True,True,False
817,Renee.Mullen@example.com,185-170-8307,San Diego,USA,Renee,Mullen,True,False,True
818,Alexander.Reid@example.com,842-314-3728,Montreal,Canada,Alexander,Reid,False,True,True
819,Dewey.Lucas@example.com,323-234-9528,San Francisco,USA,Dewey,Lucas,False,True,False
820,Wilbur.Hicks@example.com,979-216-9924,San Diego,USA,Wilbur,Hicks,True,False,False
821,Riley.Fletcher@example.com,522-750-5985,London,United Kingdom,Riley,Fletcher,True,False,False
822,Marissa.Hayes@example.com,365-359-3043,San Francisco,USA,Marissa,Hayes,True,True,True
823,Juliette.Gordon@example.com,424-534-2837,Chicago,USA,Juliette,Gordon,True,False,True
824,Dan.Bates@example.com,944-189-5693,San Francisco,USA,Dan,Bates,False,False,True
825,Chiara.Ho@example.com,279-331-5254,Montreal,Canada,Chiara,Ho,False,True,False
826,Sinead.Montes@example.com,711-829-6800,New York,USA,Sinead,Montes,True,False,False
827,Laurence.Graves@example.com,609-435-5709,Los Angeles,USA,Laurence,Graves,False,False,True
828,Nora.Donaldson@example.com,414-618-5713,San Diego,USA,Nora,Donaldson,True,True,True
829,Ismaeel.Schmidt@example.com,110-478-3409,Los Angeles,USA,Ismaeel,Schmidt,False,True,False
830,Adem.Mccoy@example.com,885-779-4082,San Francisco,USA,Adem,Mccoy,True,True,True
831,Angel.Browning@example.com,768-205-1455,Los Angeles,USA,Angel,Browning,False,False,True
832,Mabel.Foley@example.com,417-857-9143,New York,USA,Mabel,Foley,False,False,True
833,Hayley.Montoya@example.com,672-566-6794,New York,USA,Hayley,Montoya,False,False,True
834,Arnold.Spencer@example.com,962-701-8237,San Francisco,USA,Arnold,Spencer,False,True,True
835,Russell.Carlson@example.com,635-758-7564,San Francisco,USA,Russell,Carlson,True,False,True
836,Sasha.Ponce@example.com,746-650-5343,New York,USA,Sasha,Ponce,True,True,False
837,Izaak.Welsh@example.com,280-473-9965,Los Angeles,USA,Izaak,Welsh,True,True,True
838,Aisha.Sosa@example.com,964-448-9785,New York,USA,Aisha,Sosa,False,True,False
839,Keeley.Mills@example.com,123-972-2938,New York,USA,Keeley,Mills,False,False,True
840,Mason.Kelley@example.com,185-970-1196,San Francisco,USA,Mason,Kelley,True,False,True
841,Khalid.Davies@example.com,191-582-9251,San Francisco,USA,Khalid,Davies,False,False,True
842,Nancy.Blair@example.com,434-174-7916,Toronto,Canada,Nancy,Blair,False,True,True
843,Tiffany.Griffith@example.com,201-302-5165,Paris,France,Tiffany,Griffith,True,False,False
844,Marnie.Sheppard@example.com,576-261-4653,Los Angeles,USA,Marnie,Sheppard,False,False,True
845,Valerie.Bright@example.com,838-333-3237,Los Angeles,USA,Valerie,Bright,False,True,False
846,John.Mason@example.com,768-888-3211,San Diego,USA,John,Mason,True,False,True
847,Hamish.Khan@example.com,609-154-4773,Los Angeles,USA,Hamish,Khan,False,False,True
848,Charis.Bray@example.com,175-925-8526,Los Angeles,USA,Charis,Bray,True,False,True
849,Soraya.Bradford@example.com,951-513-3667,Chicago,USA,Soraya,Bradford,False,False,True
850,Taylor.Woods@example.com,294-365-8364,Chicago,USA,Taylor,Woods,True,True,True
851,Eshal.Carpenter@example.com,918-191-3394,Chicago,USA,Eshal,Carpenter,True,False,True
852,Evelyn.Cross@example.com,312-643-8868,San Francisco,USA,Evelyn,Cross,False,True,False
853,Chester.Bell@example.com,501-541-1518,New York,USA,Chester,Bell,False,True,False
854,Ffion.Knight@example.com,233-159-4158,San Diego,USA,Ffion,Knight,False,True,False
855,Yaseen.Kennedy@example.com,778-172-1502,Chicago,USA,Yaseen,Kennedy,True,True,True
856,Maisie.Cunningham@example.com,389-110-9784,Los Angeles,USA,Maisie,Cunningham,False,True,True
857,Clementine.Beck@example.com,607-793-6646,San Diego,USA,Clementine,Beck,False,True,True
858,Simon.Santiago@example.com,471-290-4198,Paris,France,Simon,Santiago,True,False,True
859,Sameer.Watkins@example.com,982-313-9358,Montreal,Canada,Sameer,Watkins,False,False,True
860,Anton.Hartman@example.com,708-986-9234,London,United Kingdom,Anton,Hartman,True,True,True
861,Deacon.Boone@example.com,950-335-6994,New York,USA,Deacon,Boone,True,True,True
862,Alexandros.Ryan@example.com,849-570-8792,Los Angeles,USA,Alexandros,Ryan,True,True,True
863,Mya.Delgado@example.com,760-931-9269,London,United Kingdom,Mya,Delgado,False,True,False
864,Asia.Holloway@example.com,512-876-7834,Los Angeles,USA,Asia,Holloway,False,False,True
865,Christina.Blanchard@example.com,420-887-3636,New York,USA,Christina,Blanchard,False,False,True
866,Emelia.Bridges@example.com,347-640-5509,San Diego,USA,Emelia,Bridges,True,False,True
867,Ioan.Harrington@example.com,803-120-2281,San Diego,USA,Ioan,Harrington,False,True,False
868,Cecilia.David@example.com,919-925-5280,New York,USA,Cecilia,David,True,True,True
869,Bibi.Weaver@example.com,956-787-2725,Paris,France,Bibi,Weaver,True,True,False
870,Stacey.Manning@example.com,981-952-6391,Los Angeles,USA,Stacey,Manning,True,False,False
871,Ronnie.Burch@example.com,184-620-1928,San Diego,USA,Ronnie,Burch,False,True,True
872,Tomasz.Baker@example.com,778-642-7614,Barcelona,Spain,Tomasz,Baker,True,False,True
873,Luke.Graham@example.com,132-159-2485,San Diego,USA,Luke,Graham,True,False,False
874,Alasdair.Mckinney@example.com,608-300-8331,Montreal,Canada,Alasdair,Mckinney,True,False,True
875,Cayden.Walls@example.com,355-649-8007,San Francisco,USA,Cayden,Walls,True,False,True
876,Serena.Lewis@example.com,730-187-7131,Montreal,Canada,Serena,Lewis,True,True,True
877,Drew.Orozco@example.com,531-709-2553,San Diego,USA,Drew,Orozco,False,True,False
878,Mateo.Francis@example.com,508-390-8347,Los Angeles,USA,Mateo,Francis,False,True,False
879,Lucy.Fuentes@example.com,427-948-5524,New York,USA,Lucy,Fuentes,True,False,True
880,Pippa.Harding@example.com,419-183-4778,Chicago,USA,Pippa,Harding,False,False,True
881,Kathleen.Carter@example.com,210-798-9930,San Francisco,USA,Kathleen,Carter,False,True,False
882,Josie.Holt@example.com,745-483-6160,Los Angeles,USA,Josie,Holt,False,False,True
883,Daniela.James@example.com,716-145-3987,San Francisco,USA,Daniela,James,False,True,False
884,Randy.Sparks@example.com,339-468-1078,New York,USA,Randy,Sparks,False,True,False
885,Omar.Ashley@example.com,156-912-7263,Los Angeles,USA,Omar,Ashley,False,True,False
886,Zachary.Lawson@example.com,655-475-1852,San Diego,USA,Zachary,Lawson,False,False,True
887,Samson.Berger@example.com,815-817-9902,San Francisco,USA,Samson,Berger,True,True,True
888,Liana.Baldwin@example.com,736-366-9050,San Diego,USA,Liana,Baldwin,True,False,False
889,Lucas.Mcdowell@example.com,841-580-6320,Chicago,USA,Lucas,Mcdowell,True,False,True
890,Ahmad.Landry@example.com,207-841-9893,Los Angeles,USA,Ahmad,Landry,False,False,True
891,Cordelia.Serrano@example.com,950-319-1013,London,United Kingdom,Cordelia,Serrano,True,False,True
892,Sydney.Pratt@example.com,297-838-1084,Toronto,Canada,Sydney,Pratt,False,True,True
893,Benjamin.Riddle@example.com,835-645-8652,Toronto,Canada,Benjamin,Riddle,True,False,True
894,Kyran.Foster@example.com,362-464-9875,Chicago,USA,Kyran,Foster,False,True,True
895,Kamil.Guzman@example.com,641-829-6099,San Francisco,USA,Kamil,Guzman,False,True,True
896,Jordanne.Juarez@example.com,376-601-8743,San Francisco,USA,Jordanne,Juarez,False,True,False
897,Zoe.Decker@example.com,197-454-9658,Los Angeles,USA,Zoe,Decker,False,True,True
